Sno,Candidate_Ref,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_Id,Derived_Variable,DOJ_Extended_Binary
14,2154264,-0.7142322504941233,-1.768388369566391,2,-0.5255526264985065,-0.0964270145197441,0.4372238690566252,,,1,2,1.083829353697082,1,0.8129258088796832,0.9981692164475208,-0.5236011423330816,D3,-2.4826206200605143,0
15,2156236,-0.2880438389517031,-0.4181928526960331,2,0.2059667136622625,6.844941119568057,8.154347175359355,,,1,0,1.083829353697082,0,-1.3991732436784694,-0.2226915249987794,-0.5236011423330816,D13,-0.7062366916477363,1
16,2158703,0.8742881925276248,1.6071004226095036,2,0.0532171497461773,0.5363710871896025,0.5902098594016209,,,1,1,1.4763820026403174,0,-1.3991732436784694,0.9981692164475208,-0.5236011423330816,D13,2.4813886151371283,0
17,2161257,-0.5592546462968796,-0.4181928526960331,3,0.335216344668181,0.2590713055465934,-0.047231767035861,,,1,2,0.298724055810611,0,-1.3991732436784694,0.9981692164475208,-0.5236011423330816,D9,-0.9774474989929128,0
18,2162487,-0.7917210525927452,-0.4181928526960331,3,-2.3894330196020355,-1.8847333063355092,0.0802565582516353,,,1,1,5.401908492072672,3,0.5910828750952629,0.9981692164475208,1.3580577770780524,D13,-1.2099139052887784,0
19,2166041,2.966485849190415,-0.4181928526960331,2,0.2059667136622625,3.458001586580346,4.002307397396173,,,1,0,1.4763820026403174,0,-1.3991732436784694,1.4865135130260403,-0.5236011423330816,D4,2.5482929964943817,1
20,2172982,-0.7917210525927452,-1.768388369566391,2,-0.4654599409139367,-0.2955282577394246,0.0802565582516353,,,1,1,0.6912767047538465,0,-1.3991732436784694,0.9981692164475208,-0.5236011423330816,D13,-2.560109422159136,0
21,2173730,-0.7917210525927452,-0.4181928526960331,1,-1.9231272079988653,0.061079261453485,3.3949530157265406,,,1,1,-1.2714865399623307,2,-1.838542755460678,0.9981692164475208,-0.5236011423330816,D7,-1.2099139052887784,0
22,2175237,-0.5592546462968796,-0.4181928526960331,1,5.961100283362155,3.428330509944544,-0.8264404111930389,,,1,1,-0.8789338910190952,0,-1.3991732436784694,0.9981692164475208,-0.9940158721858652,D21,-0.9774474989929128,0
23,2175323,-0.7917210525927452,-1.768388369566391,3,-0.0364183086397453,0.0588608632003409,0.0802565582516353,,,1,2,1.4763820026403174,1,0.8129258088796832,-0.2226915249987794,-0.5236011423330816,D6,-2.560109422159136,0
24,2184108,-0.8304654536420562,-0.4181928526960331,1,-0.2136749454478619,-0.0875534215071678,0.0802565582516353,,,0,2,-0.4863812420758598,1,0.8129258088796832,0.0214806232904806,-0.9940158721858652,D19,-1.2486583063380894,0
25,2188014,-0.7917210525927452,-1.768388369566391,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,1,0.298724055810611,0,-1.3991732436784694,0.0214806232904806,-0.5236011423330816,D11,-2.560109422159136,0
26,2191237,2.385319833450751,0.9320026641743248,2,-0.6333166045579866,-0.434178148560929,0.0802565582516353,,,1,1,0.298724055810611,0,-1.3991732436784694,0.0214806232904806,1.828472506930836,D24,3.317322497625076,1
27,2194323,-0.7917210525927452,-1.768388369566391,3,2.382060501143724,0.061079261453485,-1.628087000600816,,,1,1,0.6912767047538465,0,-1.3991732436784694,0.2656527715797406,-0.5236011423330816,D16,-2.560109422159136,0
28,2205244,-0.2105550368530812,0.9320026641743248,1,-0.0901324410058413,-1.1274276026684515,-1.4072772212028724,,,1,1,1.083829353697082,0,-1.3991732436784694,0.2656527715797406,1.828472506930836,D5,0.7214476273212436,0
29,2205496,0.4093553799358936,3.63239369791504,3,0.2385309064092082,0.4531811526966998,0.2842378787116295,,,1,1,3.4391452473564947,1,0.8129258088796832,2.4632021061830804,-0.9940158721858652,D9,4.041749077850934,1
30,2207823,-0.0943218337051484,-0.4181928526960331,4,-0.0340683153487286,0.060801961671842,0.0802565582516353,,,1,1,1.083829353697082,0,-1.3991732436784694,-0.4668636732880394,-0.5236011423330816,D13,-0.5125146864011816,1
31,2211699,-0.8304654536420562,-1.768388369566391,2,-0.6977735633973017,-0.7009405385015037,-0.2384642549671056,,,1,2,0.6912767047538465,1,0.8129258088796832,0.9981692164475208,0.4172283173724854,D5,-2.5988538232084477,1
32,2214217,-0.6754878494448124,-0.4181928526960331,2,-1.5454497147997532,-1.1876016552849846,0.0802565582516353,,,0,2,0.298724055810611,1,0.8129258088796832,0.7539970681582606,-0.9940158721858652,D24,-1.0936807021408457,0
33,2214446,0.6418217862317592,0.2569049057391458,2,-0.058911101568048,0.0402817778302593,0.0802565582516353,,,1,1,3.4391452473564947,1,0.8129258088796832,-1.1993801181558197,0.4172283173724854,D21,0.898726691970905,0
37,2221643,-0.8304654536420562,-0.4181928526960331,3,-1.9731484937647925,-1.540881577098178,0.0802565582516353,,,1,2,4.224250545242966,0,-1.3991732436784694,3.4398906993401206,-0.5236011423330816,D16,-1.2486583063380894,0
38,2221707,-0.1330662347544593,2.2821981810446825,2,-0.3536674029269996,4.726648087597112,6.879463922484392,,,1,0,0.6912767047538465,4,0.2580355256459868,-1.687724414734339,-0.9940158721858652,D18,2.149131946290223,1
39,2222480,0.0994001715414062,-0.4181928526960331,2,-0.7850590284922075,-0.463294625633445,0.2271231089828311,,,1,1,0.6912767047538465,1,0.8129258088796832,-0.2226915249987794,-0.5236011423330816,D11,-0.3187926811546269,0
40,2222936,-0.4430214431489468,0.9320026641743248,3,-0.6333166045579866,-0.3185441396157942,0.2500710075345805,,,1,2,0.6912767047538465,0,-1.3991732436784694,0.5098249198690006,-0.5236011423330816,D19,0.4889812210253779,1
41,2223040,1.222987801971423,0.9320026641743248,2,-0.3096889570522584,-0.3365686254225899,-0.151772193771608,,,1,1,0.6912767047538465,3,0.5910828750952629,0.0214806232904806,1.828472506930836,D4,2.154990466145748,1
43,2224425,-0.8304654536420562,-1.768388369566391,3,1.534720063068561,1.356623841289623,0.0802565582516353,,,1,1,6.187013789959143,3,0.5910828750952629,3.4398906993401206,-0.9940158721858652,D3,-2.5988538232084477,0
44,2224426,-0.6367434483955015,-1.768388369566391,2,-0.5134669467161349,-0.3351821265143748,0.0802565582516353,,,1,2,0.6912767047538465,3,0.5910828750952629,0.7539970681582606,1.828472506930836,D15,-2.4051318179618923,1
45,2225685,-0.8304654536420562,-1.768388369566391,3,-1.2144363740936872,-1.287984176239754,-0.5582049747881465,,,1,2,3.4391452473564947,0,-1.3991732436784694,2.7073742544723407,-0.5236011423330816,D5,-2.5988538232084477,0
46,2226215,-0.6754878494448124,-0.4181928526960331,1,-1.962069953964285,-1.5317306843039586,0.0802565582516353,,,1,1,-0.8789338910190952,0,-1.3991732436784694,-0.4668636732880394,-0.5236011423330816,D14,-1.0936807021408457,0
47,2227339,0.9517769946262468,-0.4181928526960331,3,-0.7266449095440782,6.082366720049783,10.001398032124603,,,1,2,3.4391452473564947,1,0.8129258088796832,1.4865135130260403,-0.9940158721858652,D7,0.5335841419302135,1
48,2227431,-0.7529766515434343,1.6071004226095036,3,-0.0340683153487286,0.060801961671842,0.0802565582516353,,,1,2,1.4763820026403174,0,-1.3991732436784694,0.0214806232904806,-0.5236011423330816,D19,0.8541237710660693,1
49,2233506,-0.7917210525927452,2.2821981810446825,2,-0.0340683153487286,0.060801961671842,0.0802565582516353,,,1,2,0.6912767047538465,0,-1.3991732436784694,0.2656527715797406,-0.5236011423330816,D20,1.4904771284519374,0
51,2237763,0.3706109788865827,2.2821981810446825,2,-1.2053721142569085,-2.673373885328227,-2.929487825135579,,,1,2,0.6912767047538465,0,-1.3991732436784694,0.5098249198690006,-0.5236011423330816,D7,2.652809159931265,1
52,2237899,-0.6754878494448124,-1.768388369566391,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,0,2,2.261487300526788,0,-1.3991732436784694,0.9981692164475208,-0.5236011423330816,D19,-2.4438762190112038,1
53,2238751,1.261732203020734,0.9320026641743248,3,-0.2976032772698869,-0.2677982795751237,-0.0706896188887603,,,1,2,1.8689346515835528,0,-1.3991732436784694,0.9981692164475208,-0.5236011423330816,D6,2.193734867195059,1
54,2238809,0.4480997809852046,1.6071004226095036,3,-0.4043601153475025,-0.2450596974803969,0.0802565582516353,,,1,2,1.083829353697082,0,-1.3991732436784694,-2.4202408596021194,-0.5236011423330816,D23,2.0552002035947083,0
56,2245529,-0.7917210525927452,-0.4181928526960331,2,0.6256083727723871,-0.7808028756146903,-1.48886974938687,,,0,2,-0.4863812420758598,0,-1.3991732436784694,0.0214806232904806,-0.5236011423330816,D9,-1.2099139052887784,1
58,2281509,-0.7917210525927452,-0.4181928526960331,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,2,-0.0938285931326243,2,-1.838542755460678,-0.4668636732880394,-0.5236011423330816,D18,-1.2099139052887784,0
61,2282688,-0.6754878494448124,-0.4181928526960331,1,6.360599142834993,3.032069121976684,-1.1946266946233284,,,0,1,-1.2714865399623307,1,0.8129258088796832,-1.1993801181558197,-0.9940158721858652,D10,-1.0936807021408457,0
62,2282703,-0.6754878494448124,-0.4181928526960331,1,6.360599142834993,3.032069121976684,-1.1946266946233284,,,0,1,-1.2714865399623307,1,0.8129258088796832,-1.1993801181558197,-0.9940158721858652,D3,-1.0936807021408457,0
64,2283257,-0.7529766515434343,-1.768388369566391,2,0.2022738670620935,0.2560210079485204,0.0802565582516353,,,1,1,1.4763820026403174,1,0.8129258088796832,0.9981692164475208,-0.5236011423330816,D2,-2.5213650211098253,0
65,2286200,-0.6367434483955015,3.63239369791504,1,-0.0337326020214405,-1.1274276026684515,-1.449603345198321,,,1,1,0.298724055810611,0,-1.3991732436784694,-0.4668636732880394,1.828472506930836,D11,2.9956502495195387,1
66,2286297,3.237696656535592,3.63239369791504,1,-2.032234039367498,-1.5896863386673477,0.0802565582516353,,,0,1,-0.4863812420758598,5,1.3677661599770303,0.9981692164475208,1.828472506930836,D18,6.870090354450632,1
67,2286317,-0.7917210525927452,0.9320026641743248,3,-0.6333166045579866,-0.5498121575060639,-0.0895578910313098,,,1,2,0.6912767047538465,0,-1.3991732436784694,0.2656527715797406,-0.5236011423330816,D18,0.1402816115815796,0
68,2286381,-0.2880438389517031,-0.4181928526960331,4,-1.89224158188836,-1.474052329722213,0.0802565582516353,,,1,1,-0.4863812420758598,5,1.3677661599770303,0.2656527715797406,1.828472506930836,D4,-0.7062366916477363,1
69,2286467,-0.8304654536420562,2.2821981810446825,1,-0.3479602763631018,-0.3332410280428738,-0.1053664433669594,,,1,2,-0.4863812420758598,0,-1.3991732436784694,-0.9552079698665594,1.828472506930836,D11,1.4517327274026264,0
70,2286651,-0.1718106358037703,-0.4181928526960331,2,-0.129746613625837,-0.7114779302039381,-0.8305200376022387,,,0,1,1.8689346515835528,2,-1.838542755460678,1.7306856613153003,0.887643047225269,D20,-0.5900034884998034,1
71,2287263,1.8428982187603984,1.6071004226095036,2,0.4456660293459658,0.1600752835000392,-0.2675315931326548,,,1,2,0.6912767047538465,3,0.5910828750952629,-0.2226915249987794,1.3580577770780524,D2,3.449998641369902,1
72,2287314,1.8041538177110872,0.9320026641743248,1,0.1297597883678638,0.0386179791404012,-0.116075462691109,,,1,1,-0.4863812420758598,1,0.8129258088796832,-0.9552079698665594,-0.9940158721858652,D12,2.736156481885412,1
73,2301543,-0.7917210525927452,0.9320026641743248,2,-0.2136749454478619,-1.474052329722213,-1.7739336447297118,,,1,1,-0.8789338910190952,0,-1.3991732436784694,0.7539970681582606,-0.5236011423330816,D10,0.1402816115815796,0
74,2302202,-0.5592546462968796,-0.4181928526960331,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,1,0.6912767047538465,4,0.2580355256459868,0.5098249198690006,-0.5236011423330816,D23,-0.9774474989929128,1
76,2322849,-0.0943218337051484,0.9320026641743248,2,0.2059667136622625,-0.2816632686572741,-0.5826827332433457,,,1,0,2.261487300526788,1,0.8129258088796832,0.7539970681582606,-0.9940158721858652,D3,0.8376808304691763,1
77,2322986,2.424064234500062,0.9320026641743248,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,0,1.8689346515835528,1,0.8129258088796832,0.7539970681582606,-0.9940158721858652,D13,3.3560668986743867,1
78,2328123,0.2543777757386499,-0.4181928526960331,1,6.360599142834993,5.342808202407878,0.0802565582516353,,,1,1,-0.4863812420758598,3,0.5910828750952629,0.0214806232904806,1.3580577770780524,D6,-0.1638150769573831,0
80,2328443,-0.8304654536420562,-0.4181928526960331,3,6.817504981274097,4.588275496557251,-0.5194485239007477,,,1,1,2.261487300526788,1,0.8129258088796832,0.7539970681582606,-0.9940158721858652,D14,-1.2486583063380894,0
84,2344484,4.051329078571121,-0.4181928526960331,1,0.7968221696893177,0.9406741688251096,0.2929070848311793,,,1,0,0.298724055810611,1,0.8129258088796832,-0.7110358215772994,-0.9940158721858652,D19,3.633136225875088,0
86,2347819,-0.7529766515434343,-0.4181928526960331,1,-0.9774227650282888,-2.536665092978223,-2.833616604519382,,,0,0,0.298724055810611,1,0.8129258088796832,-0.2226915249987794,-0.9940158721858652,D16,-1.1711695042394674,0
87,2348220,-0.6754878494448124,-0.4181928526960331,1,4.761932278289063,1.381580821637494,-1.6194177944812662,,,0,1,-0.4863812420758598,1,0.8129258088796832,0.0214806232904806,-0.9940158721858652,D20,-1.0936807021408457,0
88,2351625,-0.8304654536420562,-0.4181928526960331,2,-0.7095235298523851,-0.6989994400300027,-0.222145749330306,,,1,0,1.4763820026403174,1,0.8129258088796832,1.7306856613153003,2.29888723678362,D4,-1.2486583063380894,1
89,2351866,-0.4430214431489468,-0.4181928526960331,1,-1.9869127401836044,-1.5522508681455414,0.0802565582516353,,,1,2,0.298724055810611,3,0.5910828750952629,-0.2226915249987794,1.3580577770780524,D10,-0.86121429584498,1
90,2352045,-0.8304654536420562,-0.4181928526960331,1,-1.838191736194976,-0.8739756022467414,1.2261216259356529,,,1,1,-1.2714865399623307,0,-1.3991732436784694,-1.1993801181558197,-0.5236011423330816,D8,-1.2486583063380894,0
92,2352237,-0.8304654536420562,-1.768388369566391,1,-1.099622416161157,-1.5896863386673477,-1.1946266946233284,,,0,1,-1.2714865399623307,0,-1.3991732436784694,-1.4435522664450795,-0.5236011423330816,D5,-2.5988538232084477,0
94,2354362,-0.8304654536420562,-1.768388369566391,1,-1.099622416161157,-1.5896863386673477,-1.1946266946233284,,,0,1,-1.2714865399623307,0,-1.3991732436784694,-1.687724414734339,-0.5236011423330816,D16,-2.5988538232084477,1
96,2356737,-0.2105550368530812,-0.4181928526960331,1,-1.4725999227782356,-1.9720827375530572,-1.4730611970512204,,,1,1,-1.2714865399623307,3,0.5910828750952629,-1.4435522664450795,-0.9940158721858652,D8,-0.6287478895491143,0
98,2361174,3.276441057584903,2.2821981810446825,2,-0.1670107929548161,-0.370121899001394,-0.3445345416063026,,,1,1,1.083829353697082,3,0.5910828750952629,0.2656527715797406,0.4172283173724854,D11,5.558639238629585,1
99,2364321,2.6565306407959275,0.2569049057391458,3,3.563099986543259,0.2174763383001421,-1.9901538444173057,,,0,1,2.261487300526788,3,0.5910828750952629,1.4865135130260403,-0.9940158721858652,D7,2.9134355465350734,1
100,2364483,-0.2880438389517031,-0.4181928526960331,1,-1.9201057880532724,-1.4970682115985825,0.0802565582516353,,,1,1,-0.8789338910190952,0,-1.3991732436784694,-0.2226915249987794,-0.5236011423330816,D17,-0.7062366916477363,1
101,2364616,-0.7142322504941233,-0.4181928526960331,2,0.1807882141156551,0.061079261453485,-0.1380034546405584,,,1,1,0.298724055810611,1,0.8129258088796832,0.5098249198690006,-0.5236011423330816,D21,-1.1324251031901564,1
102,2365129,-0.6754878494448124,-0.4181928526960331,4,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,1,-0.8789338910190952,6,1.2677576388846992,-1.4435522664450795,-0.5236011423330816,D12,-1.0936807021408457,0
103,2368400,-0.8304654536420562,-0.4181928526960331,1,-1.682420752333298,-1.3007399661953325,0.0802565582516353,,,1,1,-1.664039188905566,1,0.8129258088796832,0.5098249198690006,1.3580577770780524,D5,-1.2486583063380894,0
104,2368563,-0.5979990473461906,-0.4181928526960331,1,-0.2737676310324318,0.061079261453485,0.3484919946565277,,,0,0,-0.4863812420758598,1,0.8129258088796832,-0.4668636732880394,-0.9940158721858652,D12,-1.0161919000422237,0
106,2372840,-0.0168330316065265,-0.4181928526960331,1,-2.329340334017466,-1.8350966454214104,0.0802565582516353,,,1,1,-1.2714865399623307,1,0.8129258088796832,-1.687724414734339,-0.5236011423330816,D8,-0.4350258843025597,1
108,2377978,0.5643329841331374,-0.4181928526960331,1,1.1385783368686035,1.4913915351681255,0.5585927547303217,,,1,1,-1.2714865399623307,3,0.5910828750952629,-1.4435522664450795,-0.9940158721858652,D19,0.1461401314371042,0
109,2377993,-0.1718106358037703,-0.4181928526960331,1,3.563099986543259,5.805066938406774,2.120069762851577,,,0,1,-1.2714865399623307,3,0.5910828750952629,-0.7110358215772994,-0.9940158721858652,D12,-0.5900034884998034,0
110,2378003,-0.8304654536420562,-0.4181928526960331,1,-0.6333166045579866,0.6056960326003548,1.6101164617015915,,,1,1,-0.8789338910190952,3,0.5910828750952629,-0.7110358215772994,-0.9940158721858652,D12,-1.2486583063380894,0
112,2378097,0.4868441820345155,-0.4181928526960331,1,1.0452500318825118,0.952320759654116,0.0802565582516353,,,1,1,-0.8789338910190952,1,0.8129258088796832,-1.1993801181558197,-0.9940158721858652,D24,0.0686513293384823,1
113,2378111,0.4868441820345155,-0.4181928526960331,1,-1.4725999227782356,-0.2176070190977389,1.7534133393247378,,,1,1,-0.4863812420758598,3,0.5910828750952629,-0.2226915249987794,-0.9940158721858652,D22,0.0686513293384823,0
114,2378829,-0.8304654536420562,-0.4181928526960331,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,1,-0.4863812420758598,3,0.5910828750952629,-0.2226915249987794,-0.5236011423330816,D12,-1.2486583063380894,0
115,2382818,-0.0555774326558375,-0.4181928526960331,2,-0.6182095048300221,-0.7943905649151979,-0.4659034272799991,,,1,0,1.083829353697082,1,0.8129258088796832,2.7073742544723407,2.29888723678362,D14,-0.4737702853518706,1
116,2383202,-0.326788240001014,-0.4181928526960331,1,0.2059667136622625,0.2590713055465934,0.0802565582516353,,,0,0,-0.4863812420758598,4,0.2580355256459868,0.5098249198690006,-0.9940158721858652,D17,-0.7449810926970472,0
117,2398717,-0.7529766515434343,-0.4181928526960331,2,1.198671022453173,0.5638237655722604,-0.4470351551374496,,,1,0,1.083829353697082,3,0.5910828750952629,0.7539970681582606,-0.9940158721858652,D23,-1.1711695042394674,0
118,2400028,-0.0555774326558375,-0.4181928526960331,2,3.82965636841001,3.279697826983891,0.0996347836953347,,,1,0,2.6540399494700235,1,0.8129258088796832,0.5098249198690006,-0.9940158721858652,D18,-0.4737702853518706,1
119,2403871,-0.7917210525927452,-0.4181928526960331,1,-3.010502675085021,-2.397737902375076,0.0802565582516353,,,1,1,-1.2714865399623307,4,0.2580355256459868,-0.9552079698665594,-0.5236011423330816,D1,-1.2099139052887784,0
120,2407721,-0.5979990473461906,-0.4181928526960331,1,-1.0529582636681112,-2.617913928999625,-2.922858432220629,,,1,0,-1.2714865399623307,1,0.8129258088796832,-0.7110358215772994,-0.9940158721858652,D6,-1.0161919000422237,1
121,2416792,-0.5205102452475687,0.9320026641743248,2,-0.3536674029269996,-0.3878690850265465,-0.1747200923233574,,,1,1,1.083829353697082,1,0.8129258088796832,-0.2226915249987794,-0.9940158721858652,D23,0.411492418926756,1
123,2417836,0.7967993904290029,0.2569049057391458,2,-1.2251792005669062,-0.923057663597554,0.0802565582516353,,,1,2,-0.0938285931326243,3,0.5910828750952629,-0.9552079698665594,1.828472506930836,D8,1.0537042961681489,1
124,2419759,-0.3655326410503249,0.9320026641743248,1,5.521315824614745,4.649558748300356,0.0802565582516353,,,1,1,-0.8789338910190952,1,0.8129258088796832,-0.2226915249987794,-0.9940158721858652,D4,0.5664700231239999,1
125,2424526,-0.2105550368530812,2.2821981810446825,2,-1.099622416161157,-1.7435877174792176,-1.449603345198321,,,1,0,1.8689346515835528,1,0.8129258088796832,0.0214806232904806,-0.9940158721858652,D7,2.071643144191601,1
128,2437820,-0.2880438389517031,0.9320026641743248,3,-0.4174529351117385,-0.5728280393824335,-0.363402813748852,,,1,2,-0.0938285931326243,0,-1.3991732436784694,-0.2226915249987794,-0.5236011423330816,D22,0.6439588252226216,1
129,2440646,3.16020785443697,0.2569049057391458,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,1,0.6912767047538465,3,0.5910828750952629,1.2423413647367807,1.3580577770780524,D17,3.417112760176116,1
130,2440672,1.8428982187603984,0.2569049057391458,2,0.6256083727723871,0.6056960326003548,0.0802565582516353,,,1,1,1.8689346515835528,4,0.2580355256459868,1.4865135130260403,1.3580577770780524,D19,2.099803124499544,1
131,2440753,0.6030773851824484,-0.4181928526960331,2,0.6256083727723871,-0.0875534215071678,-0.7040516189170425,,,1,1,0.6912767047538465,4,0.2580355256459868,-0.2226915249987794,1.3580577770780524,D19,0.1848845324864152,1
132,2441165,-0.5592546462968796,-0.4181928526960331,2,-0.4654599409139367,0.5363710871896025,1.2572287773058015,,,1,0,-0.0938285931326243,1,0.8129258088796832,0.2656527715797406,-0.5236011423330816,D14,-0.9774474989929128,0
133,2441279,-0.7529766515434343,0.9320026641743248,2,-0.3805244691100474,-0.5927936236607302,-0.4296967428983501,,,1,2,0.6912767047538465,3,0.5910828750952629,0.2656527715797406,0.4172283173724854,D7,0.1790260126308904,0
134,2442101,0.6418217862317592,0.2569049057391458,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,2,-0.4863812420758598,0,-1.3991732436784694,-0.7110358215772994,-0.5236011423330816,D11,0.898726691970905,1
135,2444384,0.8355437914783139,0.9320026641743248,1,-0.2220677786300644,-0.2031874304523026,-0.0655900858772605,,,1,1,-0.4863812420758598,1,0.8129258088796832,-1.1993801181558197,2.29888723678362,D16,1.7675464556526386,1
136,2444496,1.4941986093165998,0.9320026641743248,2,-0.1670107929548161,-0.8193475452630686,-0.9396500440483356,,,1,1,0.6912767047538465,3,0.5910828750952629,0.2656527715797406,1.3580577770780524,D24,2.4262012734909244,1
137,2445042,-0.7142322504941233,-0.4181928526960331,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,1,0.298724055810611,0,-1.3991732436784694,-0.7110358215772994,-0.5236011423330816,D11,-1.1324251031901564,0
139,2452418,0.4093553799358936,-0.4181928526960331,4,0.0481814498368556,-0.5822562319582959,-0.8198110182780889,,,1,0,1.083829353697082,3,0.5910828750952629,0.0214806232904806,1.3580577770780524,D15,-0.0088374727601394,1
140,2452436,0.0606557704920952,0.2569049057391458,2,-0.4953384270425776,-0.5817016323950099,-0.292009351587854,,,1,0,1.4763820026403174,3,0.5910828750952629,0.9981692164475208,-0.9940158721858652,D21,0.3175606762312411,1
142,2457480,1.7654094166617762,0.9320026641743248,3,-0.6333166045579866,-0.2212119162590981,0.3933678851577264,,,1,0,0.6912767047538465,0,-1.3991732436784694,0.7539970681582606,-0.5236011423330816,D10,2.697412080836101,1
143,2458879,-0.6367434483955015,-0.4181928526960331,0,-0.7266449095440782,-2.7912262925265057,-3.350199298584317,,,0,1,-1.2714865399623307,0,-1.3991732436784694,-0.7110358215772994,-0.9940158721858652,D11,-1.0549363010915345,0
145,2461027,0.7967993904290029,0.9320026641743248,2,-0.0337326020214405,0.061079261453485,0.0802565582516353,,,1,2,-0.0938285931326243,0,-1.3991732436784694,0.0214806232904806,-0.5236011423330816,D7,1.7288020546033276,0
146,2461696,-0.5205102452475687,-0.4181928526960331,1,-2.479739904642535,-1.1274276026684515,2.265916406980473,,,1,2,1.083829353697082,3,0.5910828750952629,0.0214806232904806,-0.9940158721858652,D18,-0.9387030979436018,0
147,2464247,-0.5592546462968796,-0.4181928526960331,2,-0.5225312065529136,-0.3426692206187361,0.0802565582516353,,,1,0,1.083829353697082,1,0.8129258088796832,-0.2226915249987794,-0.5236011423330816,D20,-0.9774474989929128,0
148,2464457,-0.6367434483955015,-0.4181928526960331,1,5.521315824614745,3.032069121976684,-0.8845750875241373,,,1,0,-0.4863812420758598,3,0.5910828750952629,-0.4668636732880394,-0.9940158721858652,D15,-1.0549363010915345,1
149,2464782,-0.4430214431489468,-0.4181928526960331,3,-2.311883240998485,-1.692841857438547,0.3933678851577264,,,1,0,3.4391452473564947,1,0.8129258088796832,4.904923589075681,-0.5236011423330816,D14,-0.86121429584498,0
